"15-2908_2011","3","2011-01-01 16:40:03","81-9684","862-9201"
"64-7357_2011","3","2011-01-01 17:55:24","91-5810","863-9951"
"20-3672_2011","1","2011-01-02 04:08:20","58-9193","526-7299"
"4-3851_2011","1","2011-01-03 03:06:25","185-3696","598-8580"
"91-6919_2011","2","2011-01-05 04:56:29","86-5428","727-7475"
"43-7472_2011","3","2011-01-14 02:06:49","57-5349","198-7631"
"56-6636_2011","2","2011-01-15 01:11:21","104-9526","288-3905"
"8-443_2011","3","2011-01-15 21:22:13","16-3536","126-6144"
"53-3895_2011","2","2011-01-17 00:28:24","58-9193","341-2483"
"18-7494_2011","3","2011-01-18 21:15:33","48-6120","791-8990"
"71-1768_2011","3","2011-01-22 07:29:26","156-5710","959-317"
"1-8384_2011","2","2011-01-25 08:55:47","23-3242","714-1"
"32-3753_2011","3","2011-02-02 01:20:26","11-7653","402-6561"
"72-4655_2011","2","2011-02-02 17:51:09","61-2607","851-2887"
"48-148_2011","1","2011-02-06 13:28:59","66-1803","908-1861"
"77-6221_2011","2","2011-02-09 09:55:12","198-5509","732-5554"
"21-6467_2011","1","2011-02-16 05:05:37","74-9496","532-5053"
"41-9664_2011","1","2011-02-25 15:55:35","126-2036","675-5009"
"79-8232_2011","1","2011-02-28 06:00:58","116-2097","72-9368"
"67-9304_2011","3","2011-03-03 05:42:57","130-525","988-3432"
"95-3130_2011","3","2011-03-03 22:51:50","158-2890","627-4843"
"24-6055_2011","1","2011-03-06 14:45:30","18-6516","28-3562"
"17-8203_2011","1","2011-03-08 19:13:17","38-7356","574-9780"
"49-91_2011","1","2011-03-11 18:53:25","52-3542","289-9550"
"28-4399_2011","2","2011-03-15 04:27:05","57-5349","836-3435"
"22-3264_2011","3","2011-03-17 17:54:47","176-6783","389-6809"
"73-6783_2011","3","2011-03-30 17:11:03","164-1455","48-3457"
"90-6674_2011","3","2011-04-03 09:26:33","43-1326","999-9452"
"82-3887_2011","3","2011-04-04 10:51:23","149-9994","609-6046"
"69-9399_2011","3","2011-04-05 06:31:13","186-2781","52-837"
"37-8023_2011","3","2011-04-06 02:38:50","70-8222","983-2250"
"93-532_2011","1","2011-04-10 11:12:59","33-7080","71-6980"
"80-4425_2011","1","2011-04-14 07:33:00","126-2036","66-3722"
"45-5191_2011","3","2011-04-15 22:48:34","80-2851","322-5510"
"26-6504_2011","1","2011-04-17 18:08:29","175-8106","100-9803"
"10-6316_2011","1","2011-04-23 03:59:14","177-4084","593-8345"
"78-9280_2011","3","2011-04-24 06:28:21","89-1438","840-9162"
"34-860_2011","1","2011-04-24 18:19:25","125-7508","655-4871"
"57-3150_2011","3","2011-04-30 08:11:51","126-2036","804-4196"
"68-6339_2011","2","2011-05-04 07:43:23","136-7808","723-637"
"84-2990_2011","2","2011-05-14 01:46:03","5-1936","321-1553"
"62-1481_2011","3","2011-05-14 06:35:48","127-6880","835-3644"
"85-5576_2011","2","2011-06-01 22:06:26","99-1114","254-4421"
"19-2465_2011","2","2011-06-02 07:07:58","80-2851","683-2179"
"76-3178_2011","1","2011-06-03 12:46:40","61-2607","156-3652"
"39-8079_2011","2","2011-06-06 09:15:55","164-1455","816-1300"
"55-946_2011","3","2011-06-07 18:40:45","112-7492","970-5959"
"70-943_2011","2","2011-06-09 00:28:50","10-2032","925-2073"
"46-9228_2011","1","2011-06-09 20:25:07","180-9230","517-9267"
"83-4537_2011","1","2011-06-16 03:41:25","3-4675","832-8789"
"35-8555_2011","1","2011-06-16 11:27:43","195-8549","848-9446"
"94-3002_2011","3","2011-06-17 10:10:39","97-3200","591-725"
"9-4357_2011","1","2011-06-26 09:01:30","133-6170","363-2806"
