"178-4260","Person178_2010","Team1","E,F,C","2010-01-03 22:18:07","2010-10-14 21:34:57.009465"
"99-1114","Person99_2010","Team2","H,F,G","2010-01-04 21:28:16","2010-09-20 20:26:35.091390"
"42-1594","Person42_2010","Team3","F,D","2010-01-08 16:42:47","2010-05-08 21:49:31.981942"
"131-1814","Person131_2010","Team2","","2010-01-11 16:49:51","2010-03-05 23:13:46.376749"
"173-26","Person173_2010","Team3","A","2010-01-12 01:31:24","2010-04-09 18:09:30.079276"
"184-1401","Person184_2010","Team3","","2010-01-15 14:17:47","2010-06-16 19:37:14.072552"
"120-1172","Person120_2010","Team4","B,H,K","2010-01-15 23:23:14","2010-05-31 08:40:47.110472"
"145-7210","Person145_2010","Team2","K,D,J,C","2010-01-16 05:34:25","2010-07-02 09:45:59.041983"
"167-6213","Person167_2010","Team1","D,B,G","2010-01-26 01:48:00","2010-03-24 05:44:47.181405"
"13-5305","Person13_2010","Team3","F,D","2010-01-26 07:59:56","2010-05-22 11:50:27.826822"
"194-4816","Person194_2010","Team3","G,E","2010-01-26 14:11:59","2010-11-06 23:43:38.912566"
"33-7080","Person33_2010","Team4","F,A,C,G","2010-01-28 12:37:04","2010-05-29 17:04:13.265794"
"55-3129","Person55_2010","Team4","E,A,K","2010-01-30 12:49:53","2010-02-04 19:31:50.736188"
"117-4851","Person117_2010","Team1","F,A,G","2010-02-01 18:20:29","2010-07-04 14:56:27.789927"
"54-2309","Person54_2010","Team1","J,K,I","2010-02-02 20:36:20","2010-03-14 04:47:39.113471"
"150-6692","Person150_2010","Team3","J,K,A,F","2010-02-03 15:19:58","2010-10-23 08:19:34.423430"
"8-2603","Person8_2010","Team3","","2010-02-04 14:05:42","2010-02-12 06:59:43.845255"
"69-2665","Person69_2010","Team4","","2010-02-05 16:11:37","2010-02-09 03:14:55.160271"
"142-6226","Person142_2010","Team2","C,G","2010-02-08 22:01:15","2010-10-18 11:53:43.178932"
"197-6809","Person197_2010","Team1","E,J","2010-02-09 11:05:07","2010-06-26 03:12:00.851127"
"143-4715","Person143_2010","Team2","I,F,J,D","2010-02-10 12:55:43","2010-10-28 15:25:30.958598"
"112-7492","Person112_2010","Team1","H,A,F","2010-02-13 02:14:36","2010-09-28 15:31:58.102971"
"187-2941","Person187_2010","Team3","H","2010-02-15 08:57:01","2010-03-31 01:10:09.877006"
"126-2036","Person126_2010","Team3","","2010-02-15 11:27:39","2010-06-04 11:03:31.666078"
"9-8910","Person9_2010","Team1","D,B,E","2010-02-17 13:18:32","2010-08-02 07:46:35.054169"
"76-8987","Person76_2010","Team1","","2010-02-18 05:44:07","2010-04-20 08:43:50.677689"
"114-3189","Person114_2010","Team2","E,A","2010-02-19 17:00:10","2010-10-29 06:05:42.469597"
"118-7400","Person118_2010","Team3","K,H,G,A","2010-02-20 20:58:07","2010-09-20 12:12:12.485250"
"91-5810","Person91_2010","Team4","J","2010-02-23 21:08:59","2010-12-04 04:54:56.870405"
"121-1588","Person121_2010","Team3","I,C","2010-02-24 05:33:14","2010-05-06 02:05:12.034802"
"62-5628","Person62_2010","Team1","I,D","2010-02-28 02:12:36","2010-12-18 01:34:41.718407"
"67-9959","Person67_2010","Team4","E","2010-03-03 17:59:14","2010-07-27 00:20:07.389959"
"19-828","Person19_2010","Team3","J,I,B,D","2010-03-04 01:41:47","2010-07-11 04:54:41.997141"
"136-7808","Person136_2010","Team2","K,E","2010-03-08 11:30:14","2010-07-09 02:27:01.546637"
"89-1438","Person89_2010","Team2","D","2010-03-08 17:05:06","2010-05-21 23:53:26.719500"
"144-8812","Person144_2010","Team3","","2010-03-09 23:16:24","2010-12-03 13:15:02.647172"
"82-4076","Person82_2010","Team3","","2010-03-10 07:50:09","2010-11-24 11:15:04.912854"
"170-5521","Person170_2010","Team3","G","2010-03-10 15:28:59","2010-03-24 07:39:34.032968"
"102-6339","Person102_2010","Team1","K,H,I","2010-03-11 08:08:17","2010-05-25 17:23:37.540292"
"72-8475","Person72_2010","Team2","I,J,G,F","2010-03-13 03:50:27","2010-03-27 17:05:36.543765"
