"2011-01-01 23:18:19.718387","15-2908_2011","Assigned to analyst"
"2011-01-02 02:02:17.111337","64-7357_2011","Assigned to analyst"
"2011-01-02 04:54:32.023759","20-3672_2011","Assigned to analyst"
"2011-01-02 07:32:43.261678","20-3672_2011","Response"
"2011-01-02 08:35:07.521806","20-3672_2011","Response"
"2011-01-02 17:32:31.547811","20-3672_2011","Response"
"2011-01-02 19:27:14.297346","20-3672_2011","Response"
"2011-01-02 23:29:50.742739","20-3672_2011","Response"
"2011-01-03 00:16:05.885925","20-3672_2011","Response"
"2011-01-03 02:00:04.781712","20-3672_2011","Response"
"2011-01-03 03:21:28.167575","20-3672_2011","Response"
"2011-01-03 03:43:47.284452","4-3851_2011","Assigned to analyst"
"2011-01-03 06:20:23.005693","4-3851_2011","Response"
"2011-01-03 10:04:28.120283","4-3851_2011","Response"
"2011-01-03 11:28:15.214682","4-3851_2011","Response"
"2011-01-03 11:57:21.023589","4-3851_2011","Response"
"2011-01-03 18:43:52.668445","4-3851_2011","Response"
"2011-01-03 19:20:00.432592","4-3851_2011","Response"
"2011-01-03 19:33:14.526033","4-3851_2011","Response"
"2011-01-03 20:35:15.642481","4-3851_2011","Response"
"2011-01-04 00:47:54.815672","64-7357_2011","Response"
"2011-01-04 02:04:44.836770","4-3851_2011","Response"
"2011-01-04 02:32:44.878543","15-2908_2011","Response"
"2011-01-04 05:44:08.591914","4-3851_2011","Response"
"2011-01-05 06:35:49.772029","91-6919_2011","Assigned to analyst"
"2011-01-06 03:08:01.621173","15-2908_2011","Response"
"2011-01-06 04:20:02.777220","64-7357_2011","Response"
"2011-01-06 06:08:18.452078","20-3672_2011","Close"
"2011-01-06 21:29:12.774554","64-7357_2011","Response"
"2011-01-07 20:06:58.583050","91-6919_2011","Response"
"2011-01-08 10:19:32.190600","91-6919_2011","Response"
"2011-01-08 22:36:35.632567","64-7357_2011","Response"
"2011-01-09 23:40:06.382450","91-6919_2011","Response"
"2011-01-10 22:31:07.337758","91-6919_2011","Response"
"2011-01-14 03:49:39.230303","43-7472_2011","Assigned to analyst"
"2011-01-14 04:51:48.538516","4-3851_2011","Close"
"2011-01-15 02:02:59.472093","56-6636_2011","Assigned to analyst"
"2011-01-15 11:13:21.779717","43-7472_2011","Response"
"2011-01-16 00:26:17.676216","56-6636_2011","Response"
"2011-01-16 00:48:52.178679","8-443_2011","Assigned to analyst"
"2011-01-16 09:11:15.538313","56-6636_2011","Response"
"2011-01-16 18:56:22.867126","56-6636_2011","Response"
"2011-01-17 02:56:41.783688","53-3895_2011","Assigned to analyst"
"2011-01-17 16:14:18.632889","8-443_2011","Response"
"2011-01-17 17:10:33.976550","8-443_2011","Response"
"2011-01-17 19:12:32.256156","15-2908_2011","Close"
"2011-01-17 19:39:40.998854","56-6636_2011","Response"
"2011-01-17 23:21:03.158664","56-6636_2011","Response"
"2011-01-18 09:16:56.498985","8-443_2011","Response"
"2011-01-18 10:52:41.996909","43-7472_2011","Response"
"2011-01-18 23:03:47.133492","53-3895_2011","Response"
"2011-01-19 04:19:25.774094","56-6636_2011","Response"
"2011-01-20 06:38:02.952002","53-3895_2011","Response"
"2011-01-20 16:13:37.291839","53-3895_2011","Response"
"2011-01-20 17:21:39.720690","18-7494_2011","Assigned to analyst"
"2011-01-21 16:16:28.707899","53-3895_2011","Response"
"2011-01-21 18:07:10.328823","18-7494_2011","Response"
"2011-01-22 19:58:08.984191","71-1768_2011","Assigned to analyst"
"2011-01-23 01:16:42.602501","53-3895_2011","Response"
"2011-01-23 20:14:02.394667","8-443_2011","Response"
"2011-01-24 09:49:24.439323","18-7494_2011","Response"
"2011-01-24 12:14:44.818353","8-443_2011","Response"
"2011-01-24 15:37:27.613530","53-3895_2011","Response"
"2011-01-24 20:31:04.358416","71-1768_2011","Response"
"2011-01-24 21:42:18.206238","53-3895_2011","Response"
"2011-01-25 10:11:23.378862","1-8384_2011","Assigned to analyst"
"2011-01-26 02:55:31.947323","8-443_2011","Response"
"2011-01-26 03:45:57.297568","71-1768_2011","Response"
"2011-01-26 11:07:29.686213","18-7494_2011","Response"
"2011-01-27 10:56:25.713862","1-8384_2011","Response"
"2011-01-27 11:46:56.572013","53-3895_2011","Response"
"2011-01-27 14:43:02.938178","1-8384_2011","Response"
"2011-01-27 16:24:46.969273","1-8384_2011","Response"
"2011-01-27 21:20:07.755940","8-443_2011","Response"
"2011-01-27 21:41:24.705735","71-1768_2011","Response"
"2011-01-28 03:28:32.461585","1-8384_2011","Response"
"2011-01-28 05:27:13.897496","71-1768_2011","Response"
"2011-01-28 08:49:42.897894","1-8384_2011","Response"
"2011-01-28 11:39:42.786593","1-8384_2011","Response"
"2011-01-28 13:39:14.009976","1-8384_2011","Response"
"2011-01-28 18:57:00.761726","1-8384_2011","Response"
"2011-01-29 01:31:11.195395","53-3895_2011","Response"
"2011-01-29 07:30:09.114186","71-1768_2011","Response"
"2011-01-29 08:06:02.625918","1-8384_2011","Response"
"2011-01-30 05:26:59.900067","18-7494_2011","Response"
"2011-01-30 06:13:05.721969","56-6636_2011","Close"
"2011-01-30 19:28:10.026353","71-1768_2011","Response"
"2011-01-31 12:20:47.122049","1-8384_2011","Response"
"2011-01-31 14:08:00.937201","8-443_2011","Close"
"2011-01-31 20:00:49.638679","71-1768_2011","Response"
"2011-02-01 14:29:15.528347","1-8384_2011","Close"
"2011-02-02 11:19:05.237354","32-3753_2011","Assigned to analyst"
"2011-02-02 19:57:48.812590","72-4655_2011","Assigned to analyst"
"2011-02-02 22:42:13.931992","18-7494_2011","Response"
"2011-02-03 15:01:37.213934","72-4655_2011","Response"
"2011-02-03 22:29:36.426911","18-7494_2011","Response"
"2011-02-04 00:08:19.852776","91-6919_2011","Close"
"2011-02-04 08:29:58.281871","32-3753_2011","Response"
"2011-02-04 15:46:07.002164","72-4655_2011","Response"
"2011-02-05 03:50:44.571530","72-4655_2011","Response"
"2011-02-05 10:42:13.795543","71-1768_2011","Response"
"2011-02-05 16:41:44.114502","64-7357_2011","Close"
"2011-02-05 19:35:03.768705","72-4655_2011","Response"
"2011-02-06 10:27:33.031478","32-3753_2011","Response"
"2011-02-06 14:16:47.316293","48-148_2011","Assigned to analyst"
"2011-02-06 17:29:30.886528","48-148_2011","Response"
"2011-02-06 19:05:09.137982","71-1768_2011","Response"
"2011-02-06 21:10:12.774052","72-4655_2011","Response"
"2011-02-07 00:28:37.915233","48-148_2011","Response"
"2011-02-07 02:28:25.038011","48-148_2011","Response"
"2011-02-07 07:49:38.506335","48-148_2011","Response"
"2011-02-07 08:59:34.361734","48-148_2011","Response"
