"42-1594","Upd49","Team2","F,D,J","2010-01-08 16:42:47","2012-01-01 00:00:00"
"131-1814","Upd27","Team2","","2010-01-11 16:49:51","2011-01-01 00:00:00"
"145-7210","Upd53","Team3","K,D,J,C","2010-01-16 05:34:25","2013-01-01 00:00:00"
"142-6226","Upd54","Team1","C,G","2010-02-08 22:01:15","2012-01-01 00:00:00"
"112-7492","Upd36","Team2","H,A,F,G","2010-02-13 02:14:36","2013-01-01 00:00:00"
"76-8987","Person76_2010","Team1","","2010-02-18 05:44:07","2010-04-20 08:43:50.677689"
"121-1588","Upd50","Team2","I,C,F","2010-02-24 05:33:14","2011-01-01 00:00:00"
"62-5628","Person62_2010","Team1","I,D","2010-02-28 02:12:36","2010-12-18 01:34:41.718407"
"170-5521","Person170_2010","Team3","G","2010-03-10 15:28:59","2010-03-24 07:39:34.032968"
"102-6339","Upd42","Team3","K,H,I,D,C","2010-03-11 08:08:17","2013-01-01 00:00:00"
"72-8475","Person72_2010","Team2","I,J,G,F","2010-03-13 03:50:27","2010-03-27 17:05:36.543765"
"51-4253","Upd57","Team1","F,I,A,H","2010-03-17 04:08:24","2014-01-01 00:00:00"
"134-5737","Upd5","Team3","K","2010-03-17 12:51:19","2014-01-01 00:00:00"
"122-2635","Upd53","Team1","J","2010-03-20 21:43:37","2011-01-01 00:00:00"
"93-887","Person93_2010","Team1","","2010-03-23 05:51:12","2010-09-30 10:27:44.520539"
"180-9230","Upd18","Team4","A,K,D,F","2010-03-23 22:16:51","2014-01-01 00:00:00"
"59-5211","Upd28","Team2","D,H,B","2010-03-24 20:27:17","2014-01-01 00:00:00"
"12-7227","Upd59","Team2","E,J,H,A,F,D","2010-03-29 21:38:51","2013-01-01 00:00:00"
"153-6023","Upd47","Team3","I,E,A,J","2010-04-02 11:43:07","2014-01-01 00:00:00"
"188-8013","Upd8","Team3","E,I,D,H","2010-04-16 14:07:53","2014-01-01 00:00:00"
"163-3147","Person163_2010","Team4","A,K","2010-04-22 01:07:22","2010-08-09 08:19:03.018616"
"90-995","Person90_2010","Team1","","2010-04-26 23:28:12","2010-05-23 21:22:04.954132"
"0-5800","Upd41","Team3","K,F,I,E,G","2010-04-30 05:14:54","2013-01-01 00:00:00"
"80-2851","Upd53","Team3","D,J,G","2010-04-30 14:14:55","2014-01-01 00:00:00"
"74-9496","Upd5","Team3","F,K,J,A","2010-05-01 17:08:46","2013-01-01 00:00:00"
"196-5111","Upd46","Team1","","2010-05-04 13:46:11","2012-01-01 00:00:00"
"83-9737","Upd12","Team1","G,J,H","2010-05-09 05:31:34","2014-01-01 00:00:00"
"57-5349","Person57_2010","Team3","","2010-06-05 08:33:03","2010-11-24 12:11:32.289084"
"135-4310","Upd25","Team4","J,D","2010-06-11 12:01:43","2013-01-01 00:00:00"
"46-5231","Upd33","Team3","K,B,G,J","2010-06-14 13:46:12","2013-01-01 00:00:00"
"96-3395","Person96_2010","Team1","B","2010-06-18 16:20:43","2011-02-13 04:20:35.550703"
"132-997","Upd26","Team2","C","2010-06-27 00:17:36","2012-01-01 00:00:00"
"177-4084","Person177_2010","Team2","H,C,K,A","2010-07-01 03:03:09","2010-08-06 06:19:32.829682"
"123-9550","Upd13","Team2","K,F,H","2010-07-09 07:21:42","2014-01-01 00:00:00"
"160-9220","Upd55","Team2","E,I,D,K,C","2010-07-20 23:15:31","2014-01-01 00:00:00"
"100-9531","Upd30","Team1","G","2010-08-13 18:14:01","2011-01-01 00:00:00"
"88-4984","Upd33","Team4","D,H,A,C","2010-08-14 04:15:56","2011-01-01 00:00:00"
"37-3558","Upd9","Team4","A","2010-08-16 13:29:36","2014-01-01 00:00:00"
"84-3484","Upd24","Team2","G,F,I,H,E","2010-08-17 12:20:34","2013-01-01 00:00:00"
"15-5796","Upd48","Team3","I,F,H,G,A","2010-08-19 09:24:11","2013-01-01 00:00:00"
"198-5509","Person198_2010","Team2","A,E","2010-08-23 20:15:35","2011-01-11 20:52:10.118618"
"75-8601","Upd56","Team4","F,G","2010-08-24 17:42:47","2014-01-01 00:00:00"
"30-7723","Upd41","Team3","D,K,F","2010-08-26 21:34:31","2014-01-01 00:00:00"
"17-9773","Upd17","Team2","J,B,K,I,D","2010-09-04 12:51:47","2014-01-01 00:00:00"
"111-5835","Upd16","Team4","B,E,A,D,J","2010-09-08 09:05:28","2014-01-01 00:00:00"
"85-9405","Upd6","Team2","H,F,K,D","2010-09-18 20:55:26","2013-01-01 00:00:00"
"73-5176","Upd7","Team2","I,A","2010-09-19 15:40:45","2011-01-01 00:00:00"
"108-7129","Upd5","Team1","D,K","2010-09-28 21:24:16","2011-01-01 00:00:00"
"40-9073","Upd32","Team1","B,A","2010-10-02 09:07:53","2014-01-01 00:00:00"
"7-1647","Upd28","Team2","","2010-10-08 01:41:20","2011-01-01 00:00:00"
"60-8585","Upd3","Team4","H,A","2010-10-08 17:41:20","2012-01-01 00:00:00"
"156-5710","Upd38","Team4","E,F,J,I,G","2010-10-11 15:04:59","2014-01-01 00:00:00"
"151-4884","Person151_2010","Team2","K,H,A","2010-10-24 18:51:02","2011-05-06 13:35:26.992864"
"79-7647","Upd9","Team4","F,D,K,B","2010-11-02 09:36:46","2013-01-01 00:00:00"
"86-5428","Upd33","Team4","G,J,I","2010-11-25 10:30:43","2014-01-01 00:00:00"
"183-6005","Upd43","Team3","E,I,D,B","2010-12-01 22:53:37","2014-01-01 00:00:00"
"2-7021","Upd35","Team1","J,E,H","2010-12-02 22:24:05","2014-01-01 00:00:00"
"18-6516","Upd44","Team4","D,A,E","2010-12-12 02:20:45","2013-01-01 00:00:00"
"92-9381","Upd28","Team3","H,G,A","2010-12-21 12:31:43","2013-01-01 00:00:00"
"128-2164","Person128_2010","Team3","A,K","2010-12-26 08:19:11","2011-03-09 14:29:58.165903"
"50-1157","Person50_2011","Team3","","2011-01-01 05:22:26","2011-05-10 05:50:59.816811"
"47-2938","Upd48","Team2","I,D,G,J","2011-01-14 10:31:36","2012-01-01 00:00:00"
"59-2596","Upd58","Team1","G,B,C","2011-01-19 20:59:34","2013-01-01 00:00:00"
"12-1951","Upd21","Team3","I,C,B","2011-02-11 00:42:19","2014-01-01 00:00:00"
"54-3076","Person54_2011","Team4","D,A","2011-03-18 05:58:26","2011-09-05 18:16:39.590833"
"57-5253","Person57_2011","Team4","B,I,J","2011-03-22 00:56:22","2011-03-29 10:24:51.454160"
"25-2608","Upd3","Team4","C,A","2011-04-07 08:53:26","2013-01-01 00:00:00"
"44-3183","Upd33","Team3","K,I,A","2011-04-16 07:36:08","2012-01-01 00:00:00"
"16-4292","Upd54","Team3","D,G,K,I,E","2011-05-28 01:09:39","2013-01-01 00:00:00"
"37-7446","Person37_2011","Team3","E,H,B","2011-06-30 06:40:19","2011-09-22 12:34:54.754332"
"31-502","Upd26","Team3","H,J,B,I","2011-06-30 07:59:06","2014-01-01 00:00:00"
"46-1814","Upd24","Team1","J","2011-06-30 15:00:03","2014-01-01 00:00:00"
"56-16","Upd31","Team2","K,J","2011-07-05 22:12:33","2012-01-01 00:00:00"
