"178-4260","Upd11","Team4","E,F,C","2010-01-03 22:18:07","2011-01-01 00:00:00"
"99-1114","Person99_2010","Team2","H,F,G","2010-01-04 21:28:16","2010-09-20 20:26:35.091390"
"42-1594","Upd49","Team2","F,D,J","2010-01-08 16:42:47","2012-01-01 00:00:00"
"131-1814","Upd27","Team2","","2010-01-11 16:49:51","2011-01-01 00:00:00"
"173-26","Upd31","Team4","A","2010-01-12 01:31:24","2011-01-01 00:00:00"
"145-7210","Person145_2010","Team2","K,D,J,C","2010-01-16 05:34:25","2010-07-02 09:45:59.041983"
"167-6213","Upd14","Team2","D,B,G,E","2010-01-26 01:48:00","2012-01-01 00:00:00"
"13-5305","Person13_2010","Team3","F,D","2010-01-26 07:59:56","2010-05-22 11:50:27.826822"
"194-4816","Upd42","Team2","G,E,A,F","2010-01-26 14:11:59","2012-01-01 00:00:00"
"55-3129","Person55_2010","Team4","E,A,K","2010-01-30 12:49:53","2010-02-04 19:31:50.736188"
"54-2309","Upd55","Team2","J,K,I","2010-02-02 20:36:20","2011-01-01 00:00:00"
"8-2603","Person8_2010","Team3","","2010-02-04 14:05:42","2010-02-12 06:59:43.845255"
"142-6226","Upd54","Team1","C,G","2010-02-08 22:01:15","2012-01-01 00:00:00"
"112-7492","Person112_2010","Team1","H,A,F","2010-02-13 02:14:36","2010-09-28 15:31:58.102971"
"187-2941","Upd57","Team4","H,E,K","2010-02-15 08:57:01","2012-01-01 00:00:00"
"9-8910","Person9_2010","Team1","D,B,E","2010-02-17 13:18:32","2010-08-02 07:46:35.054169"
"76-8987","Person76_2010","Team1","","2010-02-18 05:44:07","2010-04-20 08:43:50.677689"
"121-1588","Upd50","Team2","I,C,F","2010-02-24 05:33:14","2011-01-01 00:00:00"
"62-5628","Person62_2010","Team1","I,D","2010-02-28 02:12:36","2010-12-18 01:34:41.718407"
"67-9959","Person67_2010","Team4","E","2010-03-03 17:59:14","2010-07-27 00:20:07.389959"
"170-5521","Person170_2010","Team3","G","2010-03-10 15:28:59","2010-03-24 07:39:34.032968"
"102-6339","Upd14","Team1","K,H,I","2010-03-11 08:08:17","2011-01-01 00:00:00"
"72-8475","Person72_2010","Team2","I,J,G,F","2010-03-13 03:50:27","2010-03-27 17:05:36.543765"
"192-4433","Upd15","Team2","J,E,H","2010-03-14 15:38:39","2012-01-01 00:00:00"
"26-552","Person26_2010","Team2","D,F,A,K","2010-03-15 01:22:21","2010-12-18 15:10:02.031034"
"51-4253","Upd53","Team2","F,I,A","2010-03-17 04:08:24","2012-01-01 00:00:00"
"134-5737","Person134_2010","Team1","K","2010-03-17 12:51:19","2011-01-01 17:08:58.859970"
"122-2635","Upd53","Team1","J","2010-03-20 21:43:37","2011-01-01 00:00:00"
"93-887","Person93_2010","Team1","","2010-03-23 05:51:12","2010-09-30 10:27:44.520539"
"180-9230","Upd7","Team4","A,K,D,F","2010-03-23 22:16:51","2012-01-01 00:00:00"
"59-5211","Upd37","Team1","D,H","2010-03-24 20:27:17","2011-01-01 00:00:00"
"12-7227","Upd58","Team3","E,J,H,A,F","2010-03-29 21:38:51","2012-01-01 00:00:00"
"5-1936","Person5_2010","Team4","","2010-03-30 18:29:03","2010-04-02 05:44:30.592217"
"39-7220","Person39_2010","Team3","I,G","2010-03-31 11:51:02","2010-11-18 17:10:23.198425"
"153-6023","Person153_2010","Team2","I,E","2010-04-02 11:43:07","2010-07-04 13:01:14.871977"
"52-3542","Upd54","Team4","F,D,G,B","2010-04-07 10:04:42","2011-01-01 00:00:00"
"182-8588","Person182_2010","Team2","F,J","2010-04-07 18:03:21","2011-01-03 08:40:34.180950"
"188-8013","Person188_2010","Team1","E,I,D,H","2010-04-16 14:07:53","2011-01-15 11:33:05.723898"
"10-2032","Upd45","Team3","D,J,H,K","2010-04-17 12:35:00","2012-01-01 00:00:00"
"101-75","Person101_2010","Team4","H,A","2010-04-18 15:23:48","2010-08-22 01:26:36.331639"
"163-3147","Person163_2010","Team4","A,K","2010-04-22 01:07:22","2010-08-09 08:19:03.018616"
"47-7317","Upd52","Team3","A,J,H,I","2010-04-22 21:24:44","2012-01-01 00:00:00"
"31-5640","Upd2","Team2","","2010-04-22 22:06:14","2012-01-01 00:00:00"
"90-995","Person90_2010","Team1","","2010-04-26 23:28:12","2010-05-23 21:22:04.954132"
"0-5800","Upd34","Team2","K,F,I","2010-04-30 05:14:54","2012-01-01 00:00:00"
"80-2851","Person80_2010","Team1","D,J,G","2010-04-30 14:14:55","2010-12-30 00:09:54.143942"
"74-9496","Upd43","Team1","F,K","2010-05-01 17:08:46","2011-01-01 00:00:00"
"196-5111","Upd46","Team1","","2010-05-04 13:46:11","2012-01-01 00:00:00"
"83-9737","Upd6","Team4","G,J","2010-05-09 05:31:34","2012-01-01 00:00:00"
"189-1536","Upd44","Team4","K,C","2010-05-11 18:49:53","2012-01-01 00:00:00"
"56-4740","Upd3","Team3","K,G","2010-05-24 09:30:07","2011-01-01 00:00:00"
"110-6219","Upd13","Team1","C,A,B,K,J","2010-06-02 07:23:46","2012-01-01 00:00:00"
"63-6352","Person63_2010","Team4","J,K,H","2010-06-03 08:35:52","2011-01-24 15:03:36.571432"
"57-5349","Person57_2010","Team3","","2010-06-05 08:33:03","2010-11-24 12:11:32.289084"
"78-576","Person78_2010","Team4","","2010-06-05 20:08:54","2010-08-12 20:30:39.587451"
"135-4310","Upd18","Team2","J,D","2010-06-11 12:01:43","2012-01-01 00:00:00"
"104-9526","Upd43","Team1","H,I,B,K,A,E,G,F,C","2010-06-13 00:29:47","2012-01-01 00:00:00"
"46-5231","Person46_2010","Team3","K,B","2010-06-14 13:46:12","2011-02-24 00:14:52.473110"
"96-3395","Person96_2010","Team1","B","2010-06-18 16:20:43","2011-02-13 04:20:35.550703"
"109-8649","Person109_2010","Team4","F,D,I","2010-06-25 09:00:02","2010-12-27 13:58:20.242451"
"132-997","Upd26","Team2","C","2010-06-27 00:17:36","2012-01-01 00:00:00"
"137-2165","Person137_2010","Team1","D,B,G","2010-06-29 09:03:32","2010-10-22 17:03:27.840475"
"177-4084","Person177_2010","Team2","H,C,K,A","2010-07-01 03:03:09","2010-08-06 06:19:32.829682"
"176-6783","Person176_2010","Team3","","2010-07-03 00:26:01","2011-04-22 01:11:12.725271"
"123-9550","Person123_2010","Team4","K,F","2010-07-09 07:21:42","2011-04-16 09:44:24.112105"
"70-8222","Upd21","Team3","K,I,H","2010-07-12 06:16:19","2012-01-01 00:00:00"
"14-6187","Upd46","Team3","E,G,H,F","2010-07-17 02:36:49","2011-01-01 00:00:00"
"160-9220","Upd0","Team2","E,I","2010-07-20 23:15:31","2012-01-01 00:00:00"
"66-1803","Person66_2010","Team3","","2010-07-31 18:22:08","2010-11-08 14:55:46.145391"
"48-6120","Person48_2010","Team1","B,C,E","2010-08-03 07:56:16","2011-01-09 08:56:41.672019"
"106-1527","Person106_2010","Team4","","2010-08-08 21:42:01","2011-01-29 00:07:08.256981"
"169-2050","Upd56","Team3","F,I,A","2010-08-12 19:07:28","2012-01-01 00:00:00"
"100-9531","Upd30","Team1","G","2010-08-13 18:14:01","2011-01-01 00:00:00"
"88-4984","Upd33","Team4","D,H,A,C","2010-08-14 04:15:56","2011-01-01 00:00:00"
"37-3558","Upd44","Team2","A","2010-08-16 13:29:36","2011-01-01 00:00:00"
"84-3484","Upd52","Team3","G,F,I,H,E","2010-08-17 12:20:34","2011-01-01 00:00:00"
"15-5796","Upd2","Team3","I,F,H,G","2010-08-19 09:24:11","2011-01-01 00:00:00"
"198-5509","Person198_2010","Team2","A,E","2010-08-23 20:15:35","2011-01-11 20:52:10.118618"
"75-8601","Person75_2010","Team3","F","2010-08-24 17:42:47","2010-09-04 15:31:05.839317"
"30-7723","Person30_2010","Team2","D,K","2010-08-26 21:34:31","2011-03-18 18:50:58.667568"
"6-2726","Person6_2010","Team2","C","2010-08-27 07:32:48","2010-12-28 00:28:00.261037"
"34-8211","Person34_2010","Team1","B,J","2010-08-31 08:33:57","2010-12-07 00:56:41.275770"
"105-8197","Upd59","Team4","E,B,I","2010-09-02 23:05:41","2012-01-01 00:00:00"
"17-9773","Upd11","Team2","J,B,K,I","2010-09-04 12:51:47","2012-01-01 00:00:00"
"35-4291","Person35_2010","Team2","","2010-09-08 00:11:52","2010-11-15 01:15:50.837967"
"111-5835","Upd28","Team2","B,E,A,D","2010-09-08 09:05:28","2012-01-01 00:00:00"
"85-9405","Upd35","Team1","H,F,K","2010-09-18 20:55:26","2012-01-01 00:00:00"
"73-5176","Upd7","Team2","I,A","2010-09-19 15:40:45","2011-01-01 00:00:00"
"157-3723","Person157_2010","Team1","I,C","2010-09-19 18:40:35","2011-07-11 04:12:45.409603"
"64-9166","Person64_2010","Team1","","2010-09-21 17:50:43","2011-01-09 22:18:20.485519"
"108-7129","Upd5","Team1","D,K","2010-09-28 21:24:16","2011-01-01 00:00:00"
"61-2607","Upd12","Team4","F,E","2010-09-30 19:44:44","2011-01-01 00:00:00"
"94-7687","Upd1","Team4","A,H,B","2010-10-01 20:01:20","2012-01-01 00:00:00"
"40-9073","Person40_2010","Team1","B","2010-10-02 09:07:53","2010-10-04 14:58:36.062736"
"7-1647","Upd28","Team2","","2010-10-08 01:41:20","2011-01-01 00:00:00"
"60-8585","Upd3","Team4","H,A","2010-10-08 17:41:20","2012-01-01 00:00:00"
"156-5710","Person156_2010","Team4","E,F,J,I","2010-10-11 15:04:59","2011-05-03 15:35:33.296133"
"38-7356","Person38_2010","Team4","K,G,J","2010-10-11 17:17:07","2011-08-03 23:20:09.872886"
"149-9994","Person149_2010","Team4","C,I","2010-10-24 17:54:48","2010-11-10 01:51:21.563299"
"151-4884","Person151_2010","Team2","K,H,A","2010-10-24 18:51:02","2011-05-06 13:35:26.992864"
"25-3404","Upd48","Team4","J,E","2010-10-26 09:52:35","2011-01-01 00:00:00"
"139-5019","Upd9","Team1","K,C,G,I","2010-11-01 06:13:17","2011-01-01 00:00:00"
"79-7647","Upd25","Team3","F,D,K,B","2010-11-02 09:36:46","2012-01-01 00:00:00"
"16-3536","Upd55","Team2","F,B,E","2010-11-03 21:58:06","2012-01-01 00:00:00"
"161-4721","Person161_2010","Team3","B","2010-11-05 19:02:10","2011-01-31 16:39:34.542969"
"130-525","Person130_2010","Team1","B,K,F,A","2010-11-10 22:22:52","2011-07-17 06:21:34.932600"
"86-5428","Person86_2010","Team3","G,J,I","2010-11-25 10:30:43","2010-11-25 21:52:40.423116"
"58-9193","Upd5","Team4","I,C,B,F","2010-11-29 11:03:26","2012-01-01 00:00:00"
"3-4675","Upd50","Team2","A,K,D","2010-11-30 21:45:36","2012-01-01 00:00:00"
"183-6005","Person183_2010","Team4","E,I","2010-12-01 22:53:37","2011-03-17 04:01:49.485814"
"2-7021","Person2_2010","Team4","J,E,H","2010-12-02 22:24:05","2011-06-07 21:27:44.379348"
"18-6516","Person18_2010","Team4","D,A","2010-12-12 02:20:45","2010-12-15 20:48:46.583792"
"92-9381","Upd18","Team2","H,G","2010-12-21 12:31:43","2011-01-01 00:00:00"
"186-2781","Upd4","Team3","C,I,D","2010-12-22 13:32:10","2012-01-01 00:00:00"
"166-1274","Person166_2010","Team1","F","2010-12-25 18:43:19","2011-06-14 14:55:43.174254"
"128-2164","Person128_2010","Team3","A,K","2010-12-26 08:19:11","2011-03-09 14:29:58.165903"
"50-1157","Person50_2011","Team3","","2011-01-01 05:22:26","2011-05-10 05:50:59.816811"
"47-2938","Upd48","Team2","I,D,G,J","2011-01-14 10:31:36","2012-01-01 00:00:00"
"59-2596","Person59_2011","Team3","G","2011-01-19 20:59:34","2011-07-26 03:11:23.876381"
"12-1951","Person12_2011","Team3","I,C,B","2011-02-11 00:42:19","2011-05-25 04:14:00.483573"
"34-557","Upd24","Team2","I","2011-02-27 10:10:31","2012-01-01 00:00:00"
"38-8134","Person38_2011","Team1","E","2011-03-12 05:40:14","2011-08-30 03:38:37.089088"
"54-3076","Person54_2011","Team4","D,A","2011-03-18 05:58:26","2011-09-05 18:16:39.590833"
"57-5253","Person57_2011","Team4","B,I,J","2011-03-22 00:56:22","2011-03-29 10:24:51.454160"
"2-2419","Upd20","Team4","K,I,G","2011-03-27 10:34:42","2012-01-01 00:00:00"
"25-2608","Person25_2011","Team1","","2011-04-07 08:53:26","2011-11-11 21:27:07.005432"
"44-3183","Upd33","Team3","K,I,A","2011-04-16 07:36:08","2012-01-01 00:00:00"
"58-4154","Person58_2011","Team1","I,F,H","2011-04-20 16:25:42","2011-10-17 15:48:48.054523"
"0-7513","Person0_2011","Team1","I","2011-05-05 22:55:10","2011-09-03 04:01:41.298527"
"16-4292","Person16_2011","Team2","D,G,K","2011-05-28 01:09:39","2011-07-10 20:54:59.911554"
"3-5313","Upd10","Team2","G,K,I","2011-05-31 02:22:44","2012-01-01 00:00:00"
"51-2422","Person51_2011","Team2","G,H,B,J","2011-06-22 06:45:02","2011-10-03 19:10:48.546330"
"37-7446","Person37_2011","Team3","E,H,B","2011-06-30 06:40:19","2011-09-22 12:34:54.754332"
"31-502","Person31_2011","Team3","H,J,B,I","2011-06-30 07:59:06","2012-01-24 01:17:18.687037"
"46-1814","Person46_2011","Team2","J","2011-06-30 15:00:03","2012-01-22 03:59:02.209429"
"56-16","Upd31","Team2","K,J","2011-07-05 22:12:33","2012-01-01 00:00:00"
"14-4694","Person14_2011","Team4","E,G,A,H","2011-08-07 09:18:50","2011-10-23 09:10:51.395987"
"39-5109","Person39_2011","Team1","K,F,B,E","2011-08-30 21:12:36","2011-11-05 21:00:39.728171"
"28-6661","Person28_2011","Team3","H,F","2011-09-13 20:46:56","2012-05-30 19:15:18.035104"
"20-3193","Person20_2011","Team3","A,G","2011-09-20 07:17:03","2012-01-20 21:29:31.849574"
"7-3349","Person7_2011","Team4","B,J","2011-09-21 10:08:37","2011-09-22 23:11:03.273296"
"35-729","Person35_2011","Team4","B,A,K,C","2011-09-28 13:41:00","2012-04-20 23:50:26.465186"
"42-3195","Upd41","Team1","A,G,D","2011-09-28 22:07:40","2012-01-01 00:00:00"
"55-6587","Person55_2011","Team3","","2011-10-23 11:58:17","2012-07-22 18:18:28.079980"
"53-8411","Person53_2011","Team3","C","2011-10-24 09:49:50","2012-01-09 13:04:05.031777"
"36-2025","Person36_2011","Team4","F,C","2011-11-14 08:11:11","2012-02-09 13:32:16.186023"
"5-1627","Person5_2011","Team1","I,J","2011-11-18 02:21:23","2011-11-21 12:08:06.961010"
"52-7319","Upd29","Team4","","2011-12-10 21:39:57","2012-01-01 00:00:00"
"10-5501","Person10_2011","Team1","F,C","2011-12-30 02:01:40","2012-06-25 09:18:35.446909"
"46-1633","Person46_2012","Team4","J,H,B","2012-01-13 15:57:54","2012-04-10 12:03:23.667885"
"7-137","Person7_2012","Team1","K,H","2012-01-30 16:28:40","2012-11-13 02:37:50.911286"
"47-9951","Person47_2012","Team4","K,B,A,C","2012-02-02 01:37:40","2012-08-31 01:53:25.401436"
"38-336","Person38_2012","Team1","D,C","2012-02-09 20:36:39","2012-10-07 13:31:47.438592"
"56-1468","Person56_2012","Team1","K,E","2012-02-21 11:17:26","2012-10-22 17:35:49.461897"
"44-3366","Person44_2012","Team2","","2012-02-24 14:22:21","2012-05-29 10:21:04.732693"
"52-6990","Person52_2012","Team3","C,J","2012-03-06 22:02:55","2012-05-21 17:42:43.393923"
"53-5881","Person53_2012","Team2","","2012-03-07 09:16:37","2012-10-18 02:53:42.263854"
"4-4489","Person4_2012","Team4","B,D","2012-03-13 23:10:01","2013-01-06 06:27:38.104021"
"0-1314","Person0_2012","Team3","K,G","2012-03-17 12:54:53","2012-09-28 15:28:37.081213"
"11-5818","Person11_2012","Team3","","2012-04-07 12:39:34","2012-10-01 00:52:06.613206"
"3-5968","Person3_2012","Team3","F,B","2012-04-14 05:25:36","2012-07-03 01:44:55.175660"
"27-8944","Person27_2012","Team2","E,J,D","2012-04-19 22:43:40","2012-08-12 04:26:28.793513"
"57-6060","Person57_2012","Team4","H,D,E","2012-04-21 09:21:36","2013-01-26 01:07:39.685570"
"17-6964","Person17_2012","Team4","B,G,E","2012-04-23 12:23:17","2012-07-14 05:34:23.383295"
"49-9201","Person49_2012","Team1","E,H,A,I","2012-04-24 14:30:33","2012-08-03 20:29:50.869106"
"14-6834","Person14_2012","Team4","","2012-05-11 15:45:17","2012-11-23 08:59:23.805466"
"28-6944","Person28_2012","Team1","E,A,H,F","2012-05-15 05:35:40","2012-09-05 06:20:47.943365"
"51-4106","Person51_2012","Team1","","2012-05-17 16:39:11","2013-02-16 19:05:17.456759"
