"71-1977_2014","2","2014-01-05 21:56:55","9-8910","224-5428"
"67-5396_2014","2","2014-01-09 21:25:38","92-9381","646-947"
"47-8597_2014","2","2014-01-13 01:54:33","34-3295","92-8973"
"46-5176_2014","3","2014-01-17 08:29:29","30-3131","979-5263"
"51-1065_2014","1","2014-01-18 10:14:11","46-1633","181-3184"
"48-8873_2014","3","2014-01-19 09:46:42","38-8134","76-6902"
"2-2003_2014","2","2014-01-20 02:37:46","156-5710","427-3309"
"49-5096_2014","2","2014-01-24 20:48:35","38-7356","501-2504"
"53-871_2014","3","2014-01-28 15:51:36","39-7220","713-8286"
"59-7041_2014","2","2014-01-29 00:52:37","134-5737","605-9253"
"57-9731_2014","1","2014-01-31 06:26:25","47-2938","244-8473"
"58-5197_2014","3","2014-02-02 00:49:26","40-9073","491-4405"
"92-3678_2014","3","2014-02-06 05:17:25","48-5801","232-2826"
"88-6177_2014","3","2014-02-14 19:43:17","0-7513","963-1529"
"70-1415_2014","2","2014-02-17 22:32:02","39-5109","530-8305"
"22-7054_2014","2","2014-02-25 01:00:30","46-1814","683-2179"
"62-199_2014","3","2014-02-28 07:21:32","12-7227","96-5507"
"91-5679_2014","3","2014-03-11 23:41:30","100-9531","637-7369"
"20-3357_2014","3","2014-03-24 22:07:32","83-9737","984-9671"
"24-8825_2014","1","2014-03-31 04:06:12","90-995","232-2826"
"61-7171_2014","2","2014-03-31 17:29:39","11-5818","347-3646"
"19-7293_2014","2","2014-04-02 11:39:53","2-7021","497-1709"
"6-1763_2014","2","2014-04-04 02:43:31","62-5628","180-1392"
"73-4747_2014","3","2014-04-04 23:54:23","14-4694","709-5108"
"35-8816_2014","1","2014-04-08 23:25:39","49-9201","220-6203"
"94-9985_2014","3","2014-04-09 04:12:42","55-6496","805-4187"
"30-8468_2014","1","2014-04-12 16:23:00","20-3193","391-2485"
"68-4265_2014","1","2014-04-16 16:30:56","46-1814","242-3569"
"11-2773_2014","3","2014-04-20 20:06:29","85-9405","749-2363"
"97-5287_2014","3","2014-04-21 04:30:08","194-4816","404-1544"
"9-623_2014","3","2014-04-25 22:54:15","67-9959","71-6980"
"96-8749_2014","1","2014-04-28 03:30:42","43-5930","45-1238"
"3-3748_2014","3","2014-04-30 22:47:00","4-6714","396-8802"
"5-641_2014","3","2014-05-02 06:58:49","34-3295","341-2483"
"50-3393_2014","1","2014-05-04 00:46:43","112-7492","381-1461"
"34-5694_2014","2","2014-05-08 23:42:34","46-1633","700-4609"
"43-1807_2014","2","2014-05-13 11:44:55","50-6528","596-4142"
"93-8522_2014","1","2014-05-20 18:58:33","2-7021","578-654"
"39-4745_2014","1","2014-05-26 03:09:38","92-9381","36-537"
"84-2244_2014","1","2014-05-30 17:51:48","78-576","389-6809"
"37-7138_2014","3","2014-05-31 19:39:43","49-9201","861-2745"
"8-6170_2014","1","2014-06-06 16:46:03","51-4253","583-404"
"75-7017_2014","2","2014-06-23 22:07:19","161-4721","96-5507"
"31-441_2014","2","2014-06-25 03:08:58","37-7446","138-5044"
"63-6989_2014","1","2014-06-25 19:27:08","109-8649","307-8229"
"42-5136_2014","3","2014-06-27 21:27:15","51-4253","9-781"
"7-3226_2014","2","2014-06-28 13:43:50","5-2830","838-2121"
"25-1323_2014","3","2014-06-29 12:13:37","14-6187","197-816"
"23-2255_2014","3","2014-07-05 16:45:19","67-9959","850-7020"
"56-6028_2014","3","2014-07-07 07:59:25","31-707","70-908"
"95-887_2014","2","2014-07-09 05:10:42","21-6202","306-3131"
"10-1653_2014","1","2014-07-16 00:45:07","0-1314","13-6703"
"27-1799_2014","2","2014-07-22 04:50:00","56-9622","347-3646"
"17-3794_2014","2","2014-07-25 16:18:20","156-5710","240-1377"
"15-235_2014","1","2014-08-07 17:03:29","31-502","758-4287"
"66-2820_2014","2","2014-08-08 07:56:19","4-6714","239-3023"
"87-8159_2014","2","2014-08-08 15:50:38","38-8489","277-9696"
"29-4196_2014","1","2014-08-18 11:04:29","19-6664","850-7020"
