"99-7294_2013","3","2013-01-02 14:28:46","35-729","148-3070"
"43-7415_2013","2","2013-01-03 09:56:43","39-1535","431-4328"
"54-1131_2013","3","2013-01-03 16:19:22","41-1210","225-4510"
"33-2197_2013","1","2013-01-06 23:42:17","51-4253","649-9398"
"90-938_2013","2","2013-01-11 08:59:30","78-576","609-6046"
"97-5062_2013","1","2013-01-11 16:05:10","167-6213","972-1879"
"78-5944_2013","2","2013-01-14 00:19:20","135-4310","169-1341"
"14-2977_2013","1","2013-01-20 15:01:34","142-6226","706-3233"
"24-2631_2013","1","2013-01-24 08:46:36","7-1647","491-4405"
"3-4860_2013","3","2013-02-04 01:48:42","20-3193","426-437"
"93-8923_2013","1","2013-02-04 07:10:59","38-8134","940-2418"
"75-9230_2013","1","2013-02-13 22:49:11","8-9110","255-5796"
"9-9871_2013","2","2013-02-18 19:37:57","13-5305","192-7593"
"25-2179_2013","3","2013-02-20 21:00:41","52-7319","322-5510"
"72-5434_2013","3","2013-02-22 12:18:14","188-8013","540-6042"
"46-9956_2013","1","2013-02-28 23:01:16","151-4884","397-6265"
"19-2372_2013","1","2013-03-01 22:28:52","48-1550","624-3521"
"76-6639_2013","2","2013-03-05 08:04:58","28-6661","958-1970"
"5-7641_2013","2","2013-03-08 01:24:15","44-3366","306-3131"
"57-9328_2013","2","2013-03-14 08:15:24","198-5509","223-1271"
"98-6794_2013","2","2013-03-14 09:19:26","134-5737","743-484"
"52-2044_2013","1","2013-03-15 06:50:17","108-7129","807-202"
"81-6537_2013","3","2013-03-15 15:43:04","173-26","627-4843"
"65-161_2013","2","2013-03-17 02:11:44","52-6990","776-8529"
"17-4383_2013","3","2013-03-21 02:57:17","111-5835","936-9814"
"13-7081_2013","1","2013-03-29 20:54:58","46-1814","186-8467"
"88-8842_2013","2","2013-03-30 04:27:26","108-7129","696-2808"
"59-3340_2013","3","2013-04-05 04:41:05","31-5640","350-3556"
"7-9613_2013","2","2013-04-06 03:01:00","60-8585","907-2750"
"37-1342_2013","3","2013-04-09 03:08:06","5-1936","328-8013"
"15-7441_2013","2","2013-04-09 06:26:30","18-6516","750-8913"
"36-688_2013","3","2013-04-20 17:57:25","38-336","975-5166"
"82-4162_2013","3","2013-04-21 11:53:30","122-2635","934-1217"
"42-9979_2013","1","2013-04-22 18:00:21","31-502","700-4609"
"23-2494_2013","1","2013-04-23 20:40:25","46-1814","727-7475"
"92-6487_2013","2","2013-05-08 03:43:08","198-5509","745-2541"
"10-5242_2013","1","2013-05-14 17:53:33","1-6190","477-6055"
"20-3297_2013","1","2013-05-31 02:12:09","137-2165","675-5009"
"69-5552_2013","2","2013-06-14 20:01:10","62-5628","504-339"
"64-8178_2013","2","2013-06-15 14:10:24","52-7319","240-1377"
"87-4442_2013","3","2013-06-17 00:53:52","96-3395","238-1791"
"47-4979_2013","3","2013-06-17 07:03:24","18-2081","706-3233"
"26-8360_2013","2","2013-07-02 21:39:43","48-1550","436-5367"
"84-3378_2013","3","2013-07-04 06:55:29","0-7513","25-4925"
"53-2667_2013","1","2013-07-05 07:26:43","11-5818","969-4734"
"58-6531_2013","3","2013-07-08 17:59:51","55-3129","485-6302"
"0-5280_2013","2","2013-07-08 19:54:15","10-5501","70-908"
"50-2398_2013","1","2013-07-10 22:02:06","7-1647","757-4694"
"16-3702_2013","3","2013-07-12 08:23:05","85-9405","488-4317"
"94-7603_2013","2","2013-07-18 20:51:55","40-7249","303-1446"
"22-7430_2013","1","2013-07-20 09:29:52","14-4694","670-5452"
